HM02 3412941 5725293 -54 0.20893007582139847 0.49402173913043479
HM03 3413349 5726224 -59 0.55265374894692498 1.0
HM04 3412693 5725788 -55 0.0                 0.7630434782608696
HM05 3413018 5725552 -53 0.27379949452401009 0.63478260869565217
HM06 3413570 5725626 -51 0.73883740522325192 0.67500000000000004
HM08 3413201 5725253 -50 0.42796967144060655 0.4722826086956522
HM09 3413880 5725232 -52 1.0                 0.46086956521739131
HM11 3413341 5724928 -56 0.54591406908171858 0.29565217391304349
HM12 3413652 5724384 -61 0.80791912384161757 0.0
